id,title,discription
7229,鬼王的特工狂妃,鬼王 特工 狂妃 喵 星人 古代 言情小说 完结 白 琉月 夜无钰 贵为 丞相 家 小姐 却是 爹 疼娘 爱 主 被迫 替妹 出嫁 不止 新婚夜 妖孽 掐 脖子 玩味 一笑 敢 鱼目混珠 想 死 闻言 素手 同样 掐住 男子 脖子 死
7227,先婚后爱：权少的迷糊小老婆,婚后 爱 权少 迷糊 小老婆 好吃 菜 包 言情小说 完结 苏烟 沈 祐 苏烟 想不到 交往 四年 男朋友 前途 选择 世家 选择 放手 对方 不依不饶 几次 出现 面前 秀 恩爱 忍让 对方 越发 嚣张 苏烟 已经 男朋友 马路上 随便 找 男人 竟然 优质 全力 配合 感动 想 以身相许 需要 洗衣 做到 拖地 苏烟 傻 兮兮 带回家 发现自己 老公 经常 任务 军人 不用 被宠
7224,一胎二宝来报到,一胎 二宝来 报到 风中 草莓 言情小说 完结 童瞳 曲一鸿 受孕 三周 体质 特殊 建议 生 宝宝 … … 童瞳 前脚 跨进 大学 校门 后脚 便 开启 未婚 妈妈 彪悍 人生 某日 嚣张 总裁 截住 偷 种 偷 难不成 想 赖 磨刀霍霍 呛 回去 紧张 挑眉 许 偷 一次
7197,农门厨娘：相公在下，我在上,农门 厨娘 相公 沐妃 妃 穿越 种田 完结 宋小 刘 闫 宋小 吃个 饺子 倒霉 穿越 穿越 怕 穿越 看多 富家 小姐 官家 受宠 庶出 小姐 没关系 没关系 至少 小姐 家境 富裕 吃 穿 不愁 告诉 差距 梦 巡游 许久 睁开眼睛 那一刻 觉得 世界 已经 崩塌 家徒四壁 … … 穷困潦倒 … … 绳床瓦灶 见 穷 穷 乞丐 相对 一间 勉强 耸立 破烂 瓦房 渣 爹 兄长 一贫如洗 家境 渣
7196,穿成众大佬的心尖宠,穿 成众 大佬 心尖 宠 殊歌 穿越 完结 说好 软萌小奶 狗 温柔 帅 学长 出现 腹 黑 总裁 冷血 神医 阴诡仙尊 … … 没有 软萌 温柔 系列 这是 轻爽 文 时不时 可爱 小奶 包 出现 助攻 女主角 拿下 男主
7193,剑王朝,剑 王朝 无罪 历史 玄幻 完结 丁宁 梁 惊梦 长孙 浅雪 公孙 浅雪 自连灭 韩 赵 魏 三大王 大秦 王朝 已经 迎来 前所未有 盛世 强大 修行者 层出不穷 人人 身为 秦人 而荣 丁宁 出身 毫无疑问 秦国 长陵 普通 市井 少年 每天 所想 却是 颠覆 大秦 王朝 杀死 修行 已至 前所未有 境 秦皇帝
7186,重案重启,重案 重启 无怨 都市 悬疑 完结 李楠 陈 冷霜 详解 近 二十年 间 警方 定性 数 起重 案 特案 平反 真实 内幕 天网恢恢 疏而不漏 报 时候未到 天网 追击 案犯 无处 逃 缉凶组 一名 普通 办案 民警 侦办 冤假错案 全过程 下面 就让 我带 走进 真实 罪案现场 感受 一幕幕 凶残 案件 背后 不为人知
7185,我的姥姥是半仙,姥姥 半仙 三楼 均 均 灵异 完结 王 丹阳 王 丹阳 八字 阴 女生 姥姥 半仙 阴阳 两路 求 请问 事 样样 明白 算出 十六岁 劫难 留在 姥姥 身边 长大 从此 经历 孩子 一辈子 经历 不了 事情
7184,极品炼丹师,极品 炼丹 师 梦 无限 玄幻 完结 千静 千 轻轻 前世 千 轻轻 一心 只知 修炼 从未 体会 父母 之情 男女 之爱 修为 虽高 心境 圆满 渡 仙劫时 失败 一缕 残魂 意外 进入 一名 离世 废物 身上 获得 重生   一世 化身 千静 从头来 带 强大 功法 成为 出色 炼丹 师 炼器 师 修炼 天才   不能 修炼 废物 名 震天 身后 追随者 无数   看千静 红尘 历练 执剑 天下 寻求 真 爱 共结 仙缘
7183,快穿系统：反派男神攻略计,快 穿 系统 反派 男神 攻略 计 云三三 正在 连载 当中 快 穿 1V1 日 不断 撩 渣 推 BOSS 谈情 虐渣 两不误 一出 反派 男神 攻略 三十六计 手刃 渣 男贱 女后 云倾 十八层 地狱 不料 迎来 强制 绑定 原配 逆袭 系统 从此 开启 坑 爹 任务 路 云倾 逆袭 小三正 三观 系统 重要 抢回 前任 夺 气运 云倾 表示 渣 系统 宿主 反抗 任务 气运 值 云倾 恋爱 攻略 前任 渣 反派 boss 轻笑 一声
7181,透视龙魂在都市,透视 龙魂 都市 世代 杀猪 都市 完结 陈禹 苏若 萱 眼睛 钻进去 一条龙 陈禹 牛 逼起来 透视 修仙 懂 治病 琴棋书画 无所不能 一段 都市 传奇 从此 蓦然回首 陈禹 看着 身边 形形色色 美女 喃喃 不想 泡妞
7179,神品大仙民,神品 大仙 民 虾兵蟹将 奇幻 完结 林汉生 裴雯 雷劈 奇迹 农村 男青年 自打 雷劈 离异 神奇 事件 发生 … …
7174,真武医圣,真武 医圣 唐百虎 都市 完结 秦枫 李涵 实习医生 秦枫 得罪 地痞 无赖 打伤 脑袋 血浸 胸前 玉 貔貅 因祸得福 得到 医圣 传承 自此 银针 渡人 嚣张 跋扈 成就 济世 仁心
7171,下堂夫人之凤逑凰,下堂 夫人 之凤 逑 凰 云之苑 古代 言情小说 完结 御 天容 裴若晨 一双 巧手 能画 惟妙惟肖 万物 … … 疼痛 醒来 发现 穿 十指 废 落魄 下堂 夫人 夫君 男宠 糟蹋 残花败柳 附加 人称 野种 正太 儿子 好 没关系 宝贝 妈咪 找 几个 绝世 好爹 照顾 冷酷 好 热情 如火 OK 腹黑 没关系 疼 母子 就行了 妖孽 没关系 妖孽 就行了 … … 下堂 妇 活 风生水 坐 拥美 傲视 群草 为啥
7169,极品辣妈好v5,极品 辣妈 好 v5 齐成琨 都市 完结 慕 潇潇 玖岚银 轩辕 烈 杀手 雇佣 中心 顶级 杀手 阿姨 一碗 迷药 送 黑夜 帝国 老大 床 怀上 宝宝 想要 追问 阿姨 孩子 父亲 阿姨 脚底抹油 跑 … … 六年 带 五岁 宝宝 四处寻找 阿姨 意外 卷进 黑道 纠纷 宝宝 阴差阳错 黑夜 帝国 抓走 无奈 之下 女扮男装 假装 成 司机 潜伏 入 黑夜 帝国 老大 身边 卧底 … …
7144,我的极品老婆,极品 老婆 都市 完结 方志 强 王亚欣 小小的 快递 员 身负 巨债 纸醉金迷 市里 坚持 内心 最初 那份 执着 底线 抛 开 物质 欲望 斩 不断 感情 千丝万缕 最终 红颜 情愫 苦苦 挣扎 … …
7143,掀翻时代的男人,掀翻 时代 男人 情成 痴 科幻小说 完结 苏扬 带 系统 穿越 科技 树长 歪 平行 世界 苏扬 觉得 不能 姐姐 混吃 死 奋斗 搞 外卖 游戏 改写 IT 行业 调 教 谐 娱乐圈 问鼎 福布斯 榜 … … 赚钱 装 X 两不误 姐姐 阿扬 优秀 干什么 说好 咸鱼 骗子
7142,神级采集术,神级 采集 术 常世 科幻小说 完结 云锦 倒立 下雨 娃娃 召唤 异 世界 食材 做饭 厨师 射中 一次 恋爱 狙击枪 变成 丧尸 微信 群聊 能力 采集 能力
7140,神脉至尊,神脉 至尊 花落 唯窈 玄幻 完结 南风 落魄 少爷 南风 获得 开天 之神 传承 觉醒 惊世 灵脉 习得 无上 铸器 之术 从此 走上 修炼 大道 脚踏 绝世 天才 身坐 无敌 神兽 各族 老 怪物 为求 铸 一器 甘愿 小弟 各族 美女 魔女 圣女 同样 为求 铸 一器 愿 委身 南风 满意 天才 强者 无数 就要 无数 强者 尊 神 天下 美女 无数 就要 收尽 天才 美女 天下 神器 无数 就要 铸造出 无数 神器 更强 祖器 … … 南风 霸道
7139,邪魅校草的极致奢宠：丫头吻我！,邪 魅校 草 极致 奢宠 丫头 吻 白金 金 言情小说 完结 秦玖玥 裴俊爵 凉亦白 柏廷铭 俏皮 漂亮 秦玖玥 某天 得罪 全校 恶魔 校草 裴俊爵 温柔 校草凉 亦 白则 默默 保护 阳光灿烂 校草 柏廷铭 悉心 照顾 平凡 学习 生活 … …
7136,新婚夜下温情,新婚夜 温情 月 下魂销 正在 连载 当中 遭 哥哥 陷害 送 陌生 男人 床 一夜 失 身 爸爸 意外 坠楼 妈妈 心脏病发 … … 失去 所有 几近 走投无路 犹如 天神 降临 面前 需要 听话 老婆 贪慕虚荣 钱 简沫成 洛城 名门 顾家 辰少 隐婚 老婆 结婚 两年 挂 正妻 头衔 暖 床 时不时 还要 应付 绯闻 面对 前来 叫嚣 还要 满足 长 达 两年 习惯 这场 游戏 沦陷 … … 一场 意外 一次 珠胎暗结
7134,庆余年,庆 余年 猫腻 历史 完结 范闲 积善 家 必有 余庆 留 余庆 留 余庆 忽遇 恩人 幸 娘亲 幸 娘亲 积得 阴功 劝 人生 济困 扶穷 … … 可知 生于 世 承 余庆 终究 却是 做出 道路 抉择 正是 所谓 岔枝发 东风 携 云雨 幼藤吐 新芽 急 催 如颦鼓 洗尽 茸 华 朝阳 绿遍庭 中架 盼 黄叶 采 数枚 瓜
7133,凶神再临洛庭轩方可儿,凶神 临洛庭轩 方可 儿 银眸 沙皇 都市 完结 洛庭轩 方可 儿 地下 凶神 回归 华夏 加入 特殊 组织 过往 经历 关入 黑狱 走出 黑狱 究竟 都市 掀起 腥风血雨
7132,纨绔世子妃,纨绔 世子 妃 西子 情 重生 完结 云 浅 月 容景 天圣 皇朝 云 王府 唯一 嫡 女云 浅 月 亦 人口 纨绔 少女 嚣张 跋扈 恶名昭彰 赏 诗会 心爱 男子 争风吃醋 命丧 黄泉 一朝 为国身 死 灵魂 坠入 异世 重生 天圣 皇朝 云 王府 唯一 嫡 女云 浅 月 之身 纨绔 少女 少年 将军 到来 表面 平静 天圣 皇朝 幡然 巨变 嚣张 纨绔 一个顶 云 王府 嫡女 名头 打着 内定 太子妃 幌子 占 整个 王朝 尊贵 女子 身份 天圣 皇朝 废物 非要 告诉
7129,特种兵王闯都市,特种兵 王闯 都市 天空 都市 完结 徐川 特种兵 世界 王者 各国 元首 头疼 兵王 徐川 一代 兵王 世界 强悍 单兵 力量 携 风云 之势 一路 高歌猛进 这花 花都市 轰轰烈烈 开展 一系列 热血 刺激 惊险 之旅 校花 痴情 难忘 女明星 倒 追 不停 身家 千亿 倾世 美女 朝思暮想 拳打 高富帅 脚 踩 富 二代 认理 认人 鲜血 铸就 忠诚 生命 捍卫 荣耀 铮铮铁骨 真 男儿 战死 跪生
7128,帝少的神秘丑妻,帝少 神秘 丑妻 有点 甜 言情小说 完结 左 月 月 霍寒城 京城 帝少 权势 通天 英俊 冷冽 无 女人 敢 靠近 三任 未婚妻 连接 神秘 死亡 传闻 嫁给 逃脱 不了 死亡 噩运 京城 丑女 阴错阳差 嫁给 帝少 以为 即将 惨死 活得 好好 以为 他会 嫌弃 丑 一代 护妻 狂 魔 由此 出世 总裁 夫人 宠 上天 安排 飞船 我要 带 夫人 上天 总裁 有人 夫人 长得 丑 宠 爱 怎么着 总裁 夫人
7127,婚妻已定,婚妻 已定 烟 十一 言情小说 完结 聂 相思 战廷 深 潼市 人人 聂 相思 商界 传奇 战廷 深 不可 冒犯 禁区 碰 死 五岁 一场 车祸 聂 相思 失去 双亲 不要 跟我走 警察局 男人 身形 秀颀 背光 而立 声线 玄寒 聂 相思 没有 犹豫 握住 男人 微凉 手指 十八岁 聂 相思 战廷 深 宝 战家 横行霸道 耀武扬威 十八岁 生日 聂 相思 鼓起勇气 心仪 男生 带到 战廷 深 面前 羞涩 介绍 三叔 陆兆年 男朋友 战廷 深 聂 相思 笑 那笑 不达 眼底 当晚 战廷 深 满眼 惶然 害怕
7123,重生暖婚：甜妻，新上线,重生 暖婚 甜妻 新 上线 青青 笑 言情小说 完结 季暖 墨 景深 重生 看着 这帅 人合 不拢 腿 老公 怀疑 当初 脑袋 门 夹 居然 一再 离婚 前世 受 蒙蔽 血缘 至亲 所害 含血 惨死 一朝 重生 誓 抱紧 总裁 老公 大腿 狠虐 仇人 手 撕 白莲花 夺回 幸福
7120,一胎三宝：总裁大人请关门！,一胎 三宝 总裁 大人 请 关门 灼年 言情小说 完结 乔染 ​ 纪寒骁 冷漠 丈夫 奶奶 命令 留意 粉粉 妻子 长辈 之命 不敢 违 乔染 奶奶 早点 睡 男人 声音 懒散 纪寒骁 想 离婚 离婚 东西 下辈子 尝试 乔染 以为 一辈子 没有 跟纪 寒骁 好 中间 误会 扑朔迷离 狼狈 却是 信任 支持
7119,秦飞扬唐沁雪,最强 龙婿 束山 草 都市 完结 秦 飞扬 唐沁雪 本想 回来 退个 婚 走 不曾 想 事与愿违 没 钱 没事 家有 没 工作 没事 安排 不会 干 女儿 干 家养 秦 飞扬 一脸 懵 看着 未来 老丈人 老丈人 衣服 穿着 女儿 拖下去 — —
7118,她比草莓还可爱,草莓 可爱 顾以 钦 言情小说 完结 苏 轻轻 沈望 沈望 丞安 一中 公认 大神 次次 霸占 年级 众所周知 大神 喜欢 吃 甜食 喜欢 搭理 告白 女生 直到 一天 — — 苏 轻轻 正在 吃 草莓 牛奶 味 饼干 众人 目瞪口呆 看着 沈望 勾 勾 手指 拿来 尝尝 好吃 好吃 苏 轻轻 仰着 脑袋 鹿眼 眨 眨 嗓音 甜软 沈望 舔 舔 嘴角 还行 没 甜 后来 — — 苏 轻轻 好像 有点 喜欢 大神 不会 讨厌 … … 沈望 堵 墙角 特别 喜欢
7117,邪皇抢婚：第一杀手狂妃,邪皇 抢婚 杀手 狂妃 北夜 穿越 言情小说 完结 凤凌月 南宫 弑 世纪 杀手 之王 渣 背叛 自爆 而亡 一朝 穿越 竟然 成 凤家 废材 傻子 小姐 卖 青楼 拍卖 初夜 是可忍 孰不可忍 当星眸 乍 锋芒 乍现 整个 天下 尊 说姐 废柴 姐让 见识 金木水火土 五行 俱全 说姐 傻子 姐 一巴掌 扇 墙上 抠 抠 下来 说姐 嚣张 不好意思 姐 开挂 虐人 说姐 没 男人 姐 调教 九天 十地 唯我独尊 尊 王大人 怕老婆
7115,武神劫,武神 劫 难忘 今宵 玄幻 完结 秦战 落魄 天才 绝地 反击 走上 一条 武道 之路 脚踏 山 尸骨 手掌 天地 沉浮 红颜 挚爱 落难 兄弟 强者 如林 修神 世界 抉择 一步步 踏上 巅峰 发现 埋葬 千古 阴谋 围绕 展开
7114,替嫁王妃,嫁 王妃 丫 左 左 穿越 言情小说 完结 南宫 亦 儿 傲天祁 雪 倾城 莫名 穿越 架空 王朝 — 傲宇国 成为 举国 皆知 丑女 所有人 鄙视 容貌 才华 成为 绝对 武器 古代 事业 混 风生水 当之无愧 傲宇国 富商         突然 一道 圣旨 从天而降 犹如 晴天霹雳 被迫 嫁给 王爷 成为 替身 王妃 新婚之夜 夫君 甩袖 摔门 离去 一夜之间 王妃 受宠 消息 人尽皆知 想 安逸 一生 长 乐无忧 不成想 代嫁 进 这贤 亲王 府 命运 便 改写 未知 阴谋
7113,最强龙婿,最强 龙婿 束山 草 都市 完结 秦 飞扬 唐沁雪 本想 回来 退个 婚 走 不曾 想 事与愿违 没 钱 没事 家有 没 工作 没事 安排 不会 干 女儿 干 家养 秦 飞扬 一脸 懵 看着 未来 老丈人 老丈人 衣服 穿着 女儿 拖下去 — —
7112,剑临天下,剑临 天下 天蓝色 月 玄幻 完结 叶风 一剑 山河 动 一剑 鬼神 惊 俯身 揽 日月 挥手 舞 乾坤 一人 一剑 傲世 寰宇 具体 境界 划分 ; 出尘 通窍 凝元 秘藏 涅盘 羽化 一线天 问鼎 飞升
7104,风月不知我心意,风月 不知 心意 雪天 吃 雪糕 言情小说 完结 夏 心意 陆瑾 琛 陆瑾 琛 结发 两年 夫妻 有名无实 得知 身患 肾癌 不料 陆瑾 琛 带回 曾经 挚爱 陆瑾 琛 想 一个月 夫妻 离婚 夏 心意 记住 妻子 从前
7093,修罗战神,修罗 战神 善良 蜜蜂 玄幻 完结 刑决 李 小涵 家族 遗弃 废柴 因高人 相助 获得 重生 绝世 天才 遗子 父亲 念 天赋 印封 自信 重生 天赋 解封 日 便是 这片 耀眼 新星 刑决 跨越 难关 逆天 最终 达到 传说 战神 之境
7091,错娶毒妃，王爷认栽吧,错娶 毒妃 王爷 认栽 折音 穿越 言情小说 完结 容 天音 秦执 世纪 鬼才 毒剂 师 意外 穿越 成异 世侯 府 胸大 无脑 嫡 小姐 受 侯爷 宠爱 千方百计 嫁入 太子 府
7090,先婚后爱：老公很凶猛,婚后 爱 老公 凶猛 冬眠 言情小说 完结 ​ 苏沫 龙泽焕 结婚 三年 不知 老公 一次 阴差阳错 相亲 认识 富可敌国 总裁 龙泽焕 男人 低沉 嗓音 俯身 低问 唔 … … 承受不住 盘 低低 唤 一声 老 … … 老公 错 男人 加大力度 俊颜邪 魅 苏沫 受不了 连声 求饶 龙 哥哥 哥哥 我错 ～ 第二天 醒来 怒 嫁给 喜欢 角色扮演 男人 感觉
7089,崩原乱,崩原 乱 四下里 奇幻 完结 师映川 再世 人生 就此 彻底改变 天下 之大 爱恨 情仇 明白 岂 情爱 两字 这般 简单
7088,无上升级系统,无 升级 系统 夜不醉 玄幻 完结 陈 逍 曾 万 无 极品 废柴 偶得 无上 系统 获得 神级 血脉 天赋 从此 逍遥 天地间 有神 级 血脉 天赋 无上 系统 血脉 吞噬 神兵 利器 我无上 系统 里面 随便 兑换 一件 兵器 轰 杀 成渣 辛辛苦苦 炼丹 炼器 需要 无 升级 系统 分 分钟 兑换 出来 碾压 爆 装逼 美女 必须 一把 剑 一壶酒 一曲 长歌荡 九天 陈逍 至理名言 以德服人 不服 已经 死
7086,凤姝京华,凤姝 京华 花花 弄雨 古代 言情小说 完结 顾云 姝 宁止 一不小心 死 嘿咻 路上 云 姝 转世 重生 一辈子 想 好好 守护 家人 吃香喝辣 永远 顾 小姐 不料 前世 臭男人 缠上 … … 慎王 权势 滔天 小小 女子 唯有 从命 遂 瑟瑟 发抖 抱紧 慎王 大腿
7084,重生之侯府良女,重生 之侯府 良女 福 多多 重生 完结 顾雨 绮 云恪 顾雨 绮 出身 名门 侯府 嫡女 姿容 娇美 文武双全 心比天高 一见钟情 执意 请 嫁 侧室 甘之若怡 一生 谋划 鞠躬尽瘁 助 步步 青云 成为 天下 至尊 最后 落 下场 十年 屈辱 一座 冷宫 心灰意冷 饮 鸩酒 纵火烧 宫后 发觉 回到 十岁 那年
7080,武弑归墟,武 弑 归墟 贩子 玄幻 完结 叶峰 巫彩 蝉 家族 试炼 职位 进入 修真 门派 抛弃 最差 门派 成 灵宠 饲养员 混动 之体 不能 修炼 世界 我要 成为 最强者 晶石 不够 赚 法宝 不够 抢 灵宠 不足 我招 风云突变 神魔 原来 一切都是 安排 好 针对 哥 一场 阴谋诡计 高举 手中 破 杀猪刀 叶峰 仰天长啸 我命 不由
7079,毒舌表哥,毒舌 表哥 椰梨 小姐 言情小说 完结 元 余一穆 元 从小 表哥 钻 被窝 吃 一碗 饭 嫌弃 骂 后来 嫁了人 终于 摆脱 讨厌鬼 死后 亲眼 看着 抱 尸身 持 一方 刀剑 杀遍 夫家 满门 他亲 脸 一遍 一遍 哭 唤 兮兮 重生 一回 暗恋 做到 极致 余 一穆 元 好好 想想 才能 快点 破功 元 表哥 太爱 表哥 总是 吃醋
7077,如若有你，一生何求,一生何求 锦竹 言情小说 完结 叶 一生 宋安辰 叶 一生 回到 原来 城市 生 养 留下 许多 回忆 南方 城市 外地 逗留 六年 本硕连 读 中医药 医学界 极冷 一门 学术 高中 发生 那件事 成绩 不该 只能 报 冷门 不会 远 赴 北方 家 南辕北辙
7061,饿狼缠身：老公，别过来,饿狼 缠身 老公 别过来 饭 掌柜 言情小说 完结 迟晚 闻默 叱咤 两道 闻家 继承人 冷静 禁欲 淡漠 无情 偏偏 眼 心 一宠 宠 早年 记者会 闻默 这辈子 只想 睡 晚年 记者会 闻默 这辈子 骄傲 事 睡 一辈子 迟晚 … … 不想 死 让开 大开杀戒 禁欲 系男神 翩翩 浊世 佳 公子 童话 骗人 骗人
7060,她躲在云里不说话,躲 云里 说话 君子 阿郭 言情小说 完结 尚云 程启安 蓝麒山 山神 跑 山里 小妖怪 担起 重任 踏入 大都市 程启安 觉得 最近 总 有人 跟着 后来 忍无可忍 变态 跟踪 狂堵 墙角 对方 竟是 … … 娇 柔软 糯 小姑娘 板着脸 愈近 故作 凶狠 跟踪 女孩 怀里 抱 一只 猴 怯生生 盯 好看 程启安 腿脚 软 … … 这是 碰到 女色狼 哪来 尚云想 想 鼓起勇气 指 指 天上
7058,萌宝快递：拐个妈咪送爹地,萌宝 快递 拐个 妈咪 送爹 密云不雨 言情小说 完结 安子琪 萧莫漓 走投无路 落魄 千金 高高在上 商业 大亨 黑暗 之中 无情 我生 孩子 工具 身影 夜夜 入梦 五年 天降 萌娃 熊 孩子 拐走 觉醒 包子 变成 放大 版 霸道 总裁 无耻 安子琪 睡 生 孩子 必须 负责 某女 淡定 不好意思 已经 保修期 概不负责 包子 老爸 成功 捕获 老妈 一只 包邮 宠文无虐 男女 主 身心 干净
7057,至尊少年王,至尊 少年王 飞舞 激扬 玄幻 完结 陆子明 山村 小子 陆子 明习 诸子百家 学得 祖传 武功 却龙困 浅滩 不得志 偶然 之中 先入 毒瘴 后遇 狼群 终于 多年 所学 救人 退狼 忠厚 少年 从此 走出 大山 至尊 之路 眼前
7055,娇妻高高在上,娇妻 高高在上 唐渐 浓 言情小说 完结 秦慕 晏黎书 秦慕 这辈子 大胆 事情 撩 晏黎书 丢下 一笔 钱 跑 早上 刚跑 夜里 男人 逮住 挣扎 气 大叫 老 男人 我要 离婚 小姑 凉 立即 暴走 掀桌
7054,火影之死神之镰,火影 死神 镰 雪中 甜点 玄幻 完结 漩涡 雪 鸣人 漩涡 雪 战争 孤儿 即将 死去 地球 穿越 过来 少女 取代 鸣人 一脸 惊讶
7053,甜宠百分百：校草的萌萌未婚妻,甜宠 百分百 校草 萌萌 未婚妻 森束束 言情小说 完结 黎小 酥 洛亦承 傲娇 男神 同住 一屋 简直 黎小 酥 甜蜜 折磨 每天 男神 黎小 酥 猪 黎小 酥 委屈 猪 小心 压倒 地上 讽刺 太重 减肥 黎小酥气 想 骂 没 压死 不重 需要 减肥 坏人 跟踪 拍照 出现 帅气 救 吼 胆子 竟然 这么晚 回家 懵懵懂懂 害怕 不敢 表白 霸道 严肃 告诉 黎小
7052,邪帝绝宠：狂傲世子妃,邪帝 绝宠 狂傲 世子 妃 颜 小笠 穿越 言情小说 完结 凤 栖止 一朝 穿越 公主 遭渣 陷害 渣 退婚 凤 栖止 拍案而起 发誓 拍死 这群 婊 砸 忽然 出现 妖孽 傲娇 世子 既要 救 杀 情况 灵犀 梦境 告诉 世子 复仇 重生 世子 不好惹 逃不掉 破 好 世子 大人 劫财 劫色 杀 剐 痛快 请 别傲 娇 承认 爱 公主 死
7051,"皇上滚开,本宫只劫财",皇上 滚开 本宫 劫 财 惑乱 江山 言情小说 完结 百里 惊鸿 暮谨宸 苏 锦屏 发誓 知道 皇帝 一百个 胆子 不敢 抢 茅房 险些 丫 一脚 踹 进 茅坑 最后 沦落 扫 落叶 眼里 得到 钱 顶尖 杀手 性格 怪异 人望 生叹 — — 涉及 钱 冷静 睿智 杀人不眨眼 嗜血 修罗 涉及 钱 瞬间 变为 抽风 暴走 癫狂 二货女 艾玛 杀手 穿越 日子 过得 统一 牛叉 面对 掌握 千军万马 皇帝 特 牛叉 看看 射成 刺猬 有木有 算了 算
