id,title,rec
7179,神品大仙民,人道至尊 烈火如歌 不许经年错白首 夜色撩人：我的鬼夫太妖孽 金玉良医 江少独宠甜蜜妻 头号尖锋 诡异女尸 春风不及你深情
7174,真武医圣,超级科技强国 我的1979 你的名字 魅倾天下 娇妻如芸 浴火毒女 溺宠鬼医毒妻 悍妻种田记 仙道第一小白脸
7171,下堂夫人之凤逑凰,倾心之恋：总裁的妻子 鬼妻男养 极品辣妈好v5 超级微信 名门娇宠 高调强宠：恶魔老公，停一停 萌妻甜蜜蜜：厉少，放肆宠 无限存档宫斗系统 三重门
7169,极品辣妈好v5,鬼妻男养 不科学唯物主义秘密档案 倾心之恋：总裁的妻子 下堂夫人之凤逑凰 萌妻甜蜜蜜：厉少，放肆宠 前妻归来 高调强宠：恶魔老公，停一停 逆凰医妃惊天下 回到过去当女神
7144,我的极品老婆,腹黑王爷傻相公 神厨王妃 重生之神级狂兵 昨夜情话，转身天涯 绝世名医 朕心爱的丑姑娘，请多指教 苏凤趋南 总裁的秘密情人 青梅萌妻：冷少的掌心宝
7143,掀翻时代的男人,呆萌配腹黑：倒追男神1000次 太子妃升职记2：公主上嫁记（全集） 冷妃狂妄：双面王爷请接招 原来我是未来大佬的白月光？ 首席娇妻翻滚吧前夫 食色生香：天降彪悍小厨娘 无爱承欢 异界邪君 绝色召唤师：腹黑公子无良妾
7142,神级采集术,嫡女重生之凰倾天下 婚宠天成：南四爷的小萌妻 狂妃狠彪悍 七月与安生 火影之双影前传除名 巫师世界 腹黑燕王妃 邪王的绝世毒妃 妖凤邪龙
7140,神脉至尊,神医小萌妃：帝尊，太难撩！ 残王宠妻：医妃嫁到请接驾 我的极品美女上司 系统让我去算命 总裁秘恋小娇娘 无敌修真弃少 女神的贴身护卫 苏念陆经年 福晋有喜：爷，求不约
7139,邪魅校草的极致奢宠：丫头吻我！,长风潇然相忆沉 网游之极品领主 我家有只废天使 养狐为祸 女装勇者踏上复仇之路 英雄联盟之全能天才 江山策：妖孽成双 无爱承欢 原来我是未来大佬的白月光？
7136,新婚夜下温情,大清贵人 重生之国民女神 快穿系统之女配上位记 精灵掌门人 爱是无言的伤 天价萌宝：总裁爹地送上门 超级神基因 邪王绝宠：医品特工妃 佳妻清婳
7134,庆余年,大明王朝1566 头号尖锋 陈铁林清音 十月蛇胎 神墓 旷世骄子 九霄邪君 我师父是鲁班书 三尸语
7133,凶神再临洛庭轩方可儿,万道神尊 大小姐的极品护卫 最强狂兵在都市 特级强兵 王牌保镖 神都猛虎将 近身狂兵 都市最强修仙高手 都市仙尊
7132,纨绔世子妃,凤门嫡女 韩娱之国民女神 我的世界只有你 专治不服：这个草包惹不得 重生绝世男神：爷太倾城 倾世帝王宠：鬼魅四小姐 星河武神 天才嫡女，废材四小姐 许你浮生若梦
7129,特种兵王闯都市,权少情事：情挑渣渣老公 无敌神眼近卫 妃常纨绔：拐个王爷来生娃 宫心谋之庶女皇妃 残暴王爷嚣张妃 我的合租老婆 仁医傲少 萌妻入怀：首长隐婚请低调 我家青梅有点甜
7128,帝少的神秘丑妻,闪婚蜜爱：慕少的心尖萌妻 宠妻36计：壁咚，慕先生 被迫转职的剑修+番外 神铸师 御凰：调教腹黑女王 嫡女心计 我的老婆太宠我 神妃天下：帝尊，硬要宠 国民巨星：撩宠男神
7127,婚妻已定,金牌影后 无敌修真弃少 超级捡漏王 国民男神是女生：恶魔，住隔壁 超强战兵 帝王燕：王妃有药 都市之超级医神 我家的神兽农场 重生之邪医修罗
7123,重生暖婚：甜妻，新上线,万界红包群 超武穿梭 曾许诺 邪帝绝宠：狂傲世子妃 圣者传承录 大主宰 重生之少女神棍 总统大人，请爱我 农家俏闺女
7120,一胎三宝：总裁大人请关门！,金牌婚宠：老婆买一送二 唯你挚爱钟情 萌宝快递：拐个妈咪送爹地 日久生婚 小妻吻上瘾 快穿：吾儿莫方 最强弃少 妃不好惹：战神王爷请接招 闪婚蜜爱：霸道总裁蜜宠妻
7119,秦飞扬唐沁雪,最强龙婿 绝代战兵 秘爱豪门小太太 嫁纨绔 名门掠婚：顾少，你够了 被迫穿成反派的娇气亲妈 画江湖之不良人 邪医狂妻 强势宠婚，莫少的契约娇妻
7118,她比草莓还可爱,他的金丝雀 总裁，你人设崩了 爱如繁星 你微笑时很美 史上最强坑爹系统 能不能轻点虐我[穿书] 哥哥太爱我了怎么办——旁观者 三体（全集） 豪门枭宠：吻安，甜妻
7117,邪皇抢婚：第一杀手狂妃,傻王爷的毒医狂妃 宦妃还朝 重生小地主 三国美人录 回眸医笑，冷王的神秘嫡妃 网游之联盟起源 绝世炼丹师：纨绔四小姐 夜帝心尖宠：鬼枭狂妃 娇宠之名门嫡妃
7115,武神劫,邪王神妃：医手遮天 妖怪治愈书 诡医神棍 仙侠世界 重生之名门医妃 弃妇当嫁，神秘夫君田园妻 我曾爱你多一点 爱你情深已入骨 我的如意狼君
7114,替嫁王妃,鬼医凤九 废柴女帝狠倾城 废材逆天：特工毒医小兽妃 国手宗师 极品炼丹师 回眸定终生 厉少霸爱：囚宠小娇妻 传奇医仙 斗妖记：神貂侠女
7113,最强龙婿,最强龙婿 绝代战兵 秘爱豪门小太太 嫁纨绔 名门掠婚：顾少，你够了 被迫穿成反派的娇气亲妈 画江湖之不良人 邪医狂妻 强势宠婚，莫少的契约娇妻
7112,剑临天下,首席的独家宠爱 天官赐福 竹马成双对 打火机与公主裙·长明灯 打火机与公主裙·荒草园 一切从天行九歌开始崛起 三嫁+番外 名门盛婚 重生之风云录
7104,风月不知我心意,半生荒唐，余生有你 从你的全世界路过 总裁的私有宝贝 锦衣夜行 爱有余毒，唯情可解 我们在一起，等于全世界 少年江湖物语 无限内存 恶魔校草住隔壁
7093,修罗战神,女帝打脸日常 天策神王 我成了一柄绝世神剑 重生之嫡女毒妃 腹黑邪王带回家：萌妃么么哒 炮灰修真指南 战国征途 曾许诺 祖宗归来
7091,错娶毒妃，王爷认栽吧,择天记 破庙有神仙 总有刁民想害朕 妖精的尾巴之狱血魔神 隐身之无限暧昧 邪王的绝世毒妃 无尽魔焰 霸皇纪 超级抗战系统
7090,先婚后爱：老公很凶猛,萌宝娇妻太难宠 蜜宠娇妻萌萌哒 倾城魔妃：逆天召唤师 蜜宠小萌妻 圣元大神医 簪中录：女宦官的宫闱秘事 王爷的娇夫：夫君太妖娆 修仙归来当奶爸 三重门
7089,崩原乱,书剑长安 鹤唳华亭：惊心动魄的宫廷权谋 冷王在上：弃妃要翻身 傲剑天下 天涧龙吟 她美得太撩人[快穿]+番外 三生三世枕上书 极品高富帅 谁的青春不迷茫
7088,无上升级系统,重生之婚宠难离 神秘帝少甜宠妻 限制级婚宠，第365次偷吻 战神狂宠：绝品逆天邪妃 绝色王妃要逆天 至尊龙神系统 重生千金无限宠 系统让我去算命 重生暖婚：总裁轻轻宠
7086,凤姝京华,懵懂青春2 浴血商后：冷夫强宠 偷心高人 宗亲家的小娘子 生姜红糖 爆宠妖妃：邪王请自重 凤囚凰 一树梨花惹相思 隋唐英雄之谁与争锋
7084,重生之侯府良女,倾世帝王宠：鬼魅四小姐 凤门嫡女 星河武神 校园纯情霸主 申公豹传承 纨绔世子妃 专治不服：这个草包惹不得 韩娱之国民女神 巅峰隐龙
7080,武弑归墟,阿蓉(系统) 我的妹妹来自日本 医妃火辣辣 神医妖后 蝴蝶公墓 独家公主绝忆爱 海贼之火龙咆哮 男主养成记 婚色几许：陆先生入戏太深
7079,毒舌表哥,"重生国民男神：九少，请指教！ 皇上滚开,本宫只劫财 弥足琛陷，总裁的七天新娘 邪王宠妃无度 宠妻无度：毒王的神医狂妃 宝鉴奇术 鬼王的金牌宠妃 海贼之火龙咆哮 神秘帝少独宠妻"
7077,如若有你，一生何求,九天神灭 娱乐圈之老祖驾到 颜少V587：调教小逃妻 妖孽王爷请绕道 万界女帝养成系统 九零年代富二代 厂花护驾日常 倾城娇女：将军，太生猛 锦衣夜行
7061,饿狼缠身：老公，别过来,半仙下山闯情关 军帝隐婚：重生全能天后 微风许轻眠 皇后驾到之盛宠豪门 神医盛宠：一品纨绔小萌妻 撕天纪 钻石闪婚之溺宠小娇妻 豪门蜜宠：恶魔的专属甜心 冷王爆宠：逆袭王妃惹人爱
7060,她躲在云里不说话,出嫁誓从夫 山村名医 绝世名医 蜜汁炖鱿鱼 一起混过的日子 全能学霸[直播] 重生之神级狂兵 奉子闪婚：鲜妻不准逃 萌妻不服叔
7058,萌宝快递：拐个妈咪送爹地,快穿：吾儿莫方 日久生婚 一胎三宝：总裁大人请关门！ 草莓味的你 豪门闪婚试爱 老婆大人有点暖 妃不好惹：战神王爷请接招 金牌婚宠：老婆买一送二 唯你挚爱钟情
7057,至尊少年王,医妃倾天下 极品霸医 重生校园：帝王娇妻暖暖爱 窃玉生香 金枝玉叶 无尽魔焰 嗜宠而娇：王爷，请上榻 纨绔娘子出名门 重生都市修真
7055,娇妻高高在上,出嫁愿从夫 我欠地府八万亿 王牌战队分析师 不及皇叔貌美 我的皇帝陛下 出魂记 隐婚挚爱：前夫请克制 周睿 重返十八岁：男神，哪里逃
7054,火影之死神之镰,鬼医毒妃：嫁个绝色小相公 我的弟子是孙悟空 死亡红包群 最强女仙尊 神剑天骄 唐门高手在异世 凡人修仙传仙界篇 万域之王 洪荒之逆天妖帝
7053,甜宠百分百：校草的萌萌未婚妻,傻王宠妻：妖孽王妃要逆天 国民校草是女生 韶光不负转流年 不得不爱：总裁请温柔 龙武天眼 限时复婚：纯禽前夫太难缠 绝代无双太子妃 中宫 盛宠之锦绣商途
7052,邪帝绝宠：狂傲世子妃,农家俏闺女 重生之少女神棍 盛世凰妃：惹上腹黑魔少 重生之火影世界 苍莽天帝 纨绔宦宠：惑国公主太病娇 曾许诺 京都霸王 重生之嫡女毒妃
7051,"皇上滚开,本宫只劫财",重生国民男神：九少，请指教！ 许你情衷意深长 夏目友人帐 海贼之火龙咆哮 天下无双 毒舌表哥 鬼王的金牌宠妃 婚情几许：前夫，请自重 军门蜜爱之贵妻难逑
7048,亡后归来,封念珩简暖 重生娱乐圈之名门盛婚 重生之名门影后 重生医妃狠绝色 昏婚欲睡[娱乐圈] 嫡女重生 浴火重生：毒后归来 重生之豪门辣妻 传奇金眸
7047,我的野蛮姐姐,从仙界归来的厨神 一生所幸遇见你 逆凰医妃惊天下 回到过去当女神 前妻归来 快穿72变：男神，宠上瘾 情深赋流年 我的傲娇鬼夫 复仇娇妻宠上天
7034,盛世隐婚：绝宠小娇妻,裂锦+番外 娇妻有毒：陆少，宠上瘾 法医娇宠，扑倒傲娇王爷 枕边敌人：卧底老婆束手就擒！ 爱如繁星 温柔妻子的伤心事 神秘帝少独宠妻 预谋爱情 豪门枭宠：吻安，甜妻
7033,狼胎入梦：养夫为患,画骨女仵作 穿书后我嫁给了残疾暴君 我在末日撩反派 御宠法医狂妃 天下为聘：盛宠嚣张妃 随身空间之七零末 盛世惊凰:天才召唤师 权天下：通灵王妃 透视神通
7032,民调局异闻录之勉传,万界女帝养成系统 娱乐圈之老祖驾到 夏目友人帐 良辰待君归 无心轻别意中人 许你情衷意深长 妖孽王爷请绕道 如若有你，一生何求 听闻爱情，十人九悲
7031,邪王霸宠：逆天六小姐,天逆穹苍 重生九零年代：萌媳宠上天 横扫大千 逆袭绝色，邪王的倾城狂妃 恶毒女配逆袭计：男配快到碗里来 废材逆袭：冰山王爷倾城妃 大财阀的隐婚甜妻 重生之诱拐竹马 东宫
7030,南有夫君不可休,懵懂青春2 家有萌妻太难追 种田之流放边塞 宗亲家的小娘子 陛下偏要以身相许 周睿 神勇狂兵 盛夏有晴空 浴血商后：冷夫强宠
7019,娇妻如芸,造化之门 仙道第一小白脸 纨绔御灵师：废材大小姐 你的名字 将军娘子：双面王爷请接招 真武医圣 重生学霸日常 悍妻种田记 超级农场系统
7017,武帝弑神,影帝，你老婆又向你表白啦！ 绝代圣医 修佛传记 医女有毒 穿成男主糟糠妻+番外 预谋爱情 步步逼婚：抢来的老公 圣医狂少 情书六十页
7016,唐朝小官人,首席的独宠新娘 锦衣当国 独家婚宠迷糊妻 将军娘子：双面王爷请接招 予婚结同心 花颜策 造化之门 混元剑帝 禁欲系男神
7014,倾心之恋：总裁的妻子,鬼妻男养 原来我是女配 下堂夫人之凤逑凰 极品辣妈好v5 跑男之纯情巨星 真武仙医 名门娇宠 七见倾心：毒舌总裁娶佳妻 回到过去当女神
7013,高冷男神住隔壁：错吻55次,少帅宠妻请低调 唐悠悠季枭寒 赫先生的医见钟情 济世医途 隐婚100分：重生甜妻狠撩人！ 从仙侠世界归来 福晋有喜：爷，求不约 妃常纨绔：拐个王爷来生娃 情城以北江暮雨
7011,慕瑾年简默笙,知否？知否？应是绿肥红瘦 救个校花当老婆 半晴半雨听风说你 曾是惊鸿照影来 那一场盛世流离 公子强娶 溺宠鬼医毒妻 权宠之仵作医妃 留情权少不留心
7010,倾世帝王宠：鬼魅四小姐,凤门嫡女 星河武神 专治不服：这个草包惹不得 纨绔世子妃 重生之侯府良女 校园纯情霸主 韩娱之国民女神 密室困游鱼 天才嫡女，废材四小姐
7009,无限存档宫斗系统,高调强宠：恶魔老公，停一停 超级微信 三重门 极品阴阳师 九凤朝凰：绝色兽妃逆天下 下堂夫人之凤逑凰 鬼妻男养 夜帝独宠：天才萌宝俏娘亲 我的绝品娇妻
7008,婚宠之枭妻霸爱,凤灵 超级高手在校园 神医嫡女嚣张妃 超级淘宝 仙武医王 重生之嫡女不乖 玉佩里的太子爷 离凰 前妻离婚无效
7004,重生之废后逆袭,妃常逃跑：王爷不许抓我 我家王妃是逗比 惊世毒妃：轻狂大小姐 撩火总裁潜规则 国运妙手 有个傻瓜曾经爱过你 空间之田园悍妃 农家小地主 盛世婚宠：霸道老公好缠人
7002,婚色几许：陆先生入戏太深,医妃火辣辣 蚕食 非凡人生 武道乾坤 恰好爱绽放 白袍总管 神医妖后 鼎炼天地 我的妹妹来自日本
7001,六宫无妃,我见贵妃多妩媚 盛世嫡妃 能不能轻点虐我[穿书] 凤倾天阑 哥哥太爱我了怎么办——旁观者 倾世公主之逆天成凰 呱太和刀子精[综] 重生之盛世暖婚 你微笑时很美
6999,青梅萌妻：冷少的掌心宝,簪中录：女宦官的宫闱秘事 朕心爱的丑姑娘，请多指教 染爱成瘾：腹黑老公请站住 嫡女医策，权倾天下 我的总裁未婚妻 萌妻不服叔 解忧杂货店 神手绝命 奉子闪婚：鲜妻不准逃
6998,绝代战兵,最强龙婿 秦飞扬唐沁雪 秘爱豪门小太太 毒医萌宝：娘亲，父皇又来逼婚了 嫁纨绔 画江湖之不良人 名门掠婚：顾少，你够了 被迫穿成反派的娇气亲妈 重生之锦绣嫡女
6993,江湖往事之凤城飞帅,镜·前传 朱颜／下卷 三生三世凤求凰 妖神记 女神的贴身特工 快穿表妹不是炮灰 异界魅影逍遥 女皇陛下，为夫遵旨 快穿女配：叮！你已被boss锁定 天命为凰
6992,神医毒妃：妖孽王爷欠调教,异界之宠物系统 嫁纨绔 快穿游戏：反派boss难攻略 邪医狂妻 法医娇宠，扑倒傲娇王爷 被迫穿成反派的娇气亲妈 名门天后：重生国民千金 妾本惊华 娇妻有毒：陆少，宠上瘾
6990,日常翻墙的小侯爷,茕兔有杏不须梅 你好，旧时光 盗墓长生笔记 绝世独修 超品医仙 重生之侯府良女 我的1979 申公豹传承 边缘战卫
6987,混元剑帝,一千零一夜 簪中录 锦衣当国 最强神话帝皇 一宠到底，爱上男闺蜜 将军娘子：双面王爷请接招 倾国太后 神秘老公不见面 予婚结同心
6986,国色生枭,美人为将：皇子军师太倾城 公主重生独宠傻夫 穿成霸总小逃妻 绝美女厂长 藏锋 八夫临门：古代篇 绝世妖卫 都市之纨绔天才 闪婚萌妻慢慢宠
6978,娇妻入怀：顾少轻点宠,闪婚娇妻：老公，深深爱 国色天香 逍遥异能侠 武将宠妻手簿 法医庶女：盛宠四小姐 入怀娇妻别想逃 邪王赖上身：捡个萌货养成妃 无限生存游戏 成了霸总的心尖宠
6976,限制级婚宠，第365次偷吻,冷妻归来，boss小心宠 金牌王妃 八十年代嫁恶霸 总裁爹地霸爱妻 系统让我去算命 顾小姐，余生请多关照 我的极品美女上司 穿成女配带球跑 无上升级系统
6975,最强狂暴妖孽系统,绝世神医之逆天魔妃 都市最强兵王 女神的功夫高手 重生之再嫁 重生之天才狂女 系统重生：首席鬼医商女 朱雀郎君 洪荒逍遥傲世录 林家有女初修仙
6970,温故而知心[娱乐圈],摄政王的小萌妃 师父又掉线了 情欲不甘：总裁欲抢妻 我的美男夫君们 鬼面枭王：爆宠天才小萌妃 无爱承欢 异界邪君 软萌甜心：恶魔哥哥太宠我 盛宠之萌宝来袭
6969,惊世第一杀手妃：邪王狂妻,金牌神医：腹黑宠妃 我成了一柄绝世神剑 武道巅峰 傲世无双：绝色炼丹师 异世界的美食家 隐王宠妻：将门大小姐 祖宗归来 道神 王者荣耀之最强战队
6968,追妻擒心术,腹黑老公：复婚请排队！ 因爱成婚 宠妻101式：权少，晚安！ 傲娇王爷倾城妃 许你情深共余年 傻王宠妻：妖孽王妃要逆天 炮灰姐姐逆袭记 不妻而遇 爷的女人谁敢动
6966,重生西游之万界妖尊,有姝 真武神帝 陛下偏要以身相许 官梯 种田之流放边塞 贪财王妃：夫君是个暖宝宝 山河枕 再生缘：我的温柔暴君+番外 暖宠亿万新娘
6962,洪荒之逆天妖帝,凡人修仙传仙界篇 我的弟子是孙悟空 但求来世不遇君 非我倾城 鬼医毒妃：嫁个绝色小相公 唐门高手在异世 傲剑天下 七煞碑 藏锋
6961,万古界圣,斗罗大陆系列4神界危机 九星毒奶 圣魔法师之创世纪 重生之老子是皇帝 财运无双 人生交换游戏 嫁冠天下 绝世神王在都市 第一序列
6956,邪王嗜宠：惊世弃妃太嚣张,第一符师：狂傲大小姐 田园喜嫁之娘子太难追 异世修罗：废材小姐不好惹 悠闲小农女 道神 变身之把反派养歪了肿么破 极品阎罗系统 网游之天谴修罗 隐婚前妻要逃跑
6955,无爱承欢,阿鲁贝克战记 情欲不甘：总裁欲抢妻 师父又掉线了 摄政王的小萌妃 宋氏验尸格目录 宝贝坑爹：娶我妈咪请排队 温故而知心[娱乐圈] 食色生香：天降彪悍小厨娘 掀翻时代的男人
6954,真武神帝,再生缘：我的温柔暴君+番外 种田之流放边塞 重生西游之万界妖尊 山河枕 有姝 娇女毒妃 盛夏有晴空 陛下偏要以身相许 暖宠亿万新娘
6953,次元钓客,独家婚宠，总裁的再婚甜妻 重生之惊世亡妃 不为繁华易素心 女帝直播攻略 重生异能商女：帝少，别乱撩 影后来袭：总裁是个精分 校园女特工 绝地求生之枪皇 校园重生：最强女特工
6952,九玄天帝,隐婚100分：惹火娇妻嫁一送一 许你万丈光芒好 七周恋爱体验[娱乐圈] 洪荒逍遥傲世录 带着空间去种田 第一狂妃：绝色邪王宠妻无度 女神的功夫高手 欧总甜蜜温柔妻 倾城懒妃凤霸天下
6949,我的主神妹妹,霸道大叔宠甜妻 豪门欺婚 婚外危情：总裁夺妻入怀 血族新娘 邪王溺宠俏王妃 嫡女毒心 韩君羽秦宁 最强外挂系统 快穿之男神不按套路出牌
6947,你好，旧时光,茕兔有杏不须梅 帝师 超品医仙 醉卧君怀：独宠绝色质子妃 宫心计：庶女谋后 第七任新娘 重生公主：暴君宠翻天 花都神医 重生绝世男神：爷太倾城
6946,出嫁该从夫,宦妃有喜：千岁，劫个色 总裁爹地太给力 妈咪快逃，父皇杀来了 皇后闹改嫁 黑帝专属：早安，第8号新娘 重生之星际宠婚[娱乐圈] 邪性总裁独宠妻 每天都有大佬想捧红我 恶魔前夫请靠边
6945,出嫁愿从夫,我欠地府八万亿 娇妻高高在上 王牌战队分析师 隐婚挚爱：前夫请克制 我的皇帝陛下 出魂记 不及皇叔貌美 问鼎巅峰 重返十八岁：男神，哪里逃
6944,腹黑VS呆萌：竹马诱青梅,娱乐贵公子 末世魔神游戏 寡人无疾 欢情不是两三天 继承者驾到：校草，闹够没！ 猎妻计划：老婆，复婚吧！ 爱你，我放弃了全世界 大魔王的小酒窝 萌妻哪里逃
6943,无敌天尊,萌帝来袭：摄政王，朕有喜了 紫府仙缘 我的合租情人 天价萌妻请关照 潜龙在都市 有姝 重生专宠：摄政王的毒妃 神墓 重生西游之万界妖尊
6942,特工女帝：吾凰万万岁,末世大回炉 娇鸾 凰权 上海堡垒+番外 我的美妻不太乖 最后一位镇魂师 第一萌探 天眼人生 我的鬼君大人
6941,穿成男主糟糠妻+番外,盛世帝王妃 爱你怎么说 斗罗大陆 医女有毒 逆天神妃至上 预谋爱情 御宠医妃 药女医仙 家有仙妻
6940,伪宋杀手日志,济世雄才 裘先生的蜜宠娇妻 不见霜露不见君 碧玉娇妻 宦难江山 少年江湖物语 花都神医 总裁的私有宝贝 爱妃予我手术刀
6939,帝宠之惊世凰妃,影后重生：军阀先生，惹不起！ 重生之嫡女不乖 萌妻重生：席少，别乱撩 爱你情深已入骨 影后来袭：总裁是个精分 神医毒妃太嚣张 丑女翻身之傲娇宠妃 错嫁王妃有点忙 凤灵
6937,特工王妃太嚣张,绝世神医：腹黑大小姐 神医狂妃：天才召唤师 清穿之娇宠舒妃 凤临天下：王妃13岁 农家俏闺女 重生小地主 京都霸王 傻王爷的毒医狂妃 悠然下东篱
6936,她美貌撩人,重生寻宝 前夫 ，高攀不起 总裁婚妻惹人爱 失心前夫，求复婚 轩辕剑之悲歌 重生之公主尊贵 女皇陛下，为夫遵旨 薄酒温情殇 佛系少女进化论
6935,天价闪婚：顾少花式宠妻,我的傲娇鬼夫 超级微信 逆凰医妃惊天下 九凤朝凰：绝色兽妃逆天下 校草心尖宠：吻安，小甜心 三重门 嫡女医策，权倾天下 萌妻甜蜜蜜：厉少，放肆宠 回到过去当女神
6934,野蛮医妃,山月不知心底事 白袍总管 重生之嫡女祸妃 枭宠重生之盛妻凌人 圣者传承录 非凡人生 血屠苍穹 ［快穿］当男配掰弯男主 九天神灭
6933,修仙归来在校园,溺爱鲜妻：隐婚老公放肆宠 隐婚100分：惹火娇妻嫁一送一 洪荒逍遥傲世录 带着空间去种田 七周恋爱体验[娱乐圈] 都市最强兵王 欧总甜蜜温柔妻 超级龙祖 第一仙师
6932,段如兰钟明巍,攻妻不备+番外 不落相思意 女神养成计划 美女养成师 我原来是个神经病 画爱为牢：总裁请走开 宋斯曼顾少霆 凤吟霜君墨尘 前妻，别来无恙
6931,情书六十页,全球高武 民国女配娇宠记[穿书] 修佛传记 赫先生的医见钟情 绝代圣医 世界树的游戏 重生医妃狠绝色 云中歌1：绿罗裙 盗妃天下
